 SUMMARY FOR UNIT  76
 Time                      F1相对湿度                F2相对湿度                F3相对湿度                F4相对湿度                室外相对湿度
  0.1302000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7050000000000000E+0002
  0.1303000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6600000000000000E+0002
  0.1304000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7100000000000000E+0002
  0.1305000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7100000000000000E+0002
  0.1306000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6400000000000000E+0002
  0.1307000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6650000000000000E+0002
  0.1308000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6450000000000000E+0002
  0.1309000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5600000000000000E+0002
  0.1310000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5750000000000000E+0002
  0.1311000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6200000000000000E+0002
  0.1312000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6300000000000000E+0002
  0.1313000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6200000000000000E+0002
  0.1314000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6200000000000000E+0002
  0.1315000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6500000000000000E+0002
  0.1316000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6700000000000000E+0002
  0.1317000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7200000000000000E+0002
  0.1318000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7950000000000000E+0002
  0.1319000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7900000000000000E+0002
  0.1320000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7900000000000000E+0002
  0.1321000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8200000000000000E+0002
  0.1322000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7800000000000000E+0002
  0.1323000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7500000000000000E+0002
  0.1324000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7600000000000000E+0002
  0.1325000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7500000000000000E+0002
  0.1326000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7250000000000000E+0002
  0.1327000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7100000000000000E+0002
  0.1328000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7200000000000000E+0002
  0.1329000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7000000000000000E+0002
  0.1330000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6450000000000000E+0002
  0.1331000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6150000000000000E+0002
  0.1332000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5800000000000000E+0002
  0.1333000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5700000000000000E+0002
  0.1334000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5600000000000000E+0002
  0.1335000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5600000000000000E+0002
  0.1336000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5900000000000000E+0002
  0.1337000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5650000000000000E+0002
  0.1338000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5650000000000000E+0002
  0.1339000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6100000000000000E+0002
  0.1340000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6850000000000000E+0002
  0.1341000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7550000000000000E+0002
  0.1342000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8250000000000000E+0002
  0.1343000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8550000000000000E+0002
  0.1344000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8250000000000000E+0002
  0.1345000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8200000000000000E+0002
  0.1346000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8500000000000000E+0002
  0.1347000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8250000000000000E+0002
  0.1348000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7700000000000000E+0002
  0.1349000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8300000000000000E+0002
  0.1350000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8850000000000000E+0002
  0.1351000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8800000000000000E+0002
  0.1352000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8750000000000000E+0002
  0.1353000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7950000000000000E+0002
  0.1354000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7200000000000000E+0002
  0.1355000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6750000000000000E+0002
  0.1356000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6550000000000000E+0002
  0.1357000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6600000000000000E+0002
  0.1358000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6100000000000000E+0002
  0.1359000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5700000000000000E+0002
  0.1360000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5800000000000000E+0002
  0.1361000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5950000000000000E+0002
  0.1362000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6150000000000000E+0002
  0.1363000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7350000000000000E+0002
  0.1364000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7950000000000000E+0002
  0.1365000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8200000000000000E+0002
  0.1366000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8800000000000000E+0002
  0.1367000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8500000000000000E+0002
  0.1368000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8800000000000000E+0002
  0.1369000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9100000000000000E+0002
  0.1370000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8600000000000000E+0002
  0.1371000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8900000000000000E+0002
  0.1372000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9700000000000000E+0002
  0.1373000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9350000000000000E+0002
  0.1374000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8750000000000000E+0002
  0.1375000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8800000000000000E+0002
  0.1376000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1377000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8450000000000000E+0002
  0.1378000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8300000000000000E+0002
  0.1379000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6950000000000000E+0002
  0.1380000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6450000000000000E+0002
  0.1381000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7300000000000000E+0002
  0.1382000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6400000000000000E+0002
  0.1383000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6400000000000000E+0002
  0.1384000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7300000000000000E+0002
  0.1385000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6300000000000000E+0002
  0.1386000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6500000000000000E+0002
  0.1387000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6650000000000000E+0002
  0.1388000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6500000000000000E+0002
  0.1389000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7350000000000000E+0002
  0.1390000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7300000000000000E+0002
  0.1391000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7550000000000000E+0002
  0.1392000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7500000000000000E+0002
  0.1393000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7200000000000000E+0002
  0.1394000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7500000000000000E+0002
  0.1395000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7300000000000000E+0002
  0.1396000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6600000000000000E+0002
  0.1397000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7100000000000000E+0002
  0.1398000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7500000000000000E+0002
  0.1399000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7200000000000000E+0002
  0.1400000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7400000000000000E+0002
  0.1401000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7000000000000000E+0002
  0.1402000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6850000000000000E+0002
  0.1403000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6750000000000000E+0002
  0.1404000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6300000000000000E+0002
  0.1405000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6450000000000000E+0002
  0.1406000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6100000000000000E+0002
  0.1407000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6300000000000000E+0002
  0.1408000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7100000000000000E+0002
  0.1409000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6550000000000000E+0002
  0.1410000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6800000000000000E+0002
